Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
CPC006_U937_6H:BRD-A35588707-001-03-0:1.25	DB00444	Teniposide	0.1770067179865696	0.9517358781098746	0.6764495347172512	0.7924610564342073	U937
LJP008_NPC_24H:A11	DB07232	Veliparib	-0.19480284584275212	-0.9508169699141643	0.6768951246593318	0.7928164372454539	NPC
CPC006_THP1_6H:BRD-K59597909-001-10-1:10	DB11447	Phenothiazine	-0.1678271393655897	-0.963065397848693	0.6777588168373151	0.7936612699687383	THP1
LJP008_NPC.TAK_24H:A11	DB07232	Veliparib	-0.1874626356941953	-0.9499756140218136	0.6780374815750685	0.7938208196386121	NPC.TAK
NMH002_NEU_6H:BRD-K23984367-075-10-3:10	DB15414	CM-4307	0.18661712762202054	0.9489105019412992	0.6781932137454074	0.7938364076893953	NEU
CPC017_NPC_24H:BRD-K53857191-001-05-2:10	DB00734	Risperidone	0.1527579324487978	0.9660625937204147	0.6791927627000696	0.7948394833697644	NPC
LJP009_NPC.TAK_24H:L23	DB12588	AZD-1480	-0.15849841916594493	-0.9903243352391586	0.68	0.7956171284634762	NPC.TAK
NMH002_NPC_6H:BRD-A13946108-001-13-0:10	DB00605	Sulindac	-0.19753977449297697	-0.9522268059959278	0.681166683371755	0.7968149198560677	NPC
LJP007_NPC_24H:N15	DB09330	Osimertinib	0.16972356279686887	0.9605486657210175	0.6815206445115811	0.7970617021627262	NPC
LJP009_NPC.TAK_24H:B20	DB16107	BI 2536	0.1919560828625932	0.9499091500921135	0.6830038720195639	0.7986288195168973	NPC.TAK
DOSBIO002_NEU_24H:BRD-A90490067:0.37037	DB00947	Fulvestrant	-0.18729319400303324	-0.9488809002361143	0.6838114754098361	0.7994054454560457	NEU
CPC017_NPC_24H:BRD-K10136726-003-01-2:10	DB08603	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	-0.17237458787491572	-0.9454644759937212	0.6839702760084926	0.7994234259742792	NPC
AML001_U937_6H:BRD-K26684619:1.11111	DB08784	2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID	-0.17681800938892012	-0.9468650597727307	0.6845400728597449	0.7999216700461674	U937
CPC016_NEU_24H:BRD-K97440753-066-03-3:10	DB13345	Dihydroergocristine	0.16755093586299383	0.9629283271267207	0.6858695652173913	0.801307263995334	NEU
